objectId,createdAt,updatedAt,ACL,ProgrammingLanguage,Source
BmFuGKDmHH,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,G̦del,http://en.wikipedia.org/wiki/G%C3%B6del_(programming_language)
FQ2q0xfzGR,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,Goo,http://en.wikipedia.org/wiki/Goo_(programming_language)
RUo1dYOxID,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,Franz Lisp,http://en.wikipedia.org/wiki/Franz_Lisp
EDCtWB4Q5q,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,GEORGE,http://en.wikipedia.org/wiki/GEORGE_(programming_language)
ZdQOcGWcoQ,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,GAMS,http://en.wikipedia.org/wiki/General_Algebraic_Modeling_System
wEqZHAPaK1,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,Go!,http://en.wikipedia.org/wiki/Go!_(programming_language)
YiHLu5AfCv,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,GNU E,http://en.wikipedia.org/wiki/GNU_E
4AEYN9wpPE,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,GM,http://en.wikipedia.org/wiki/Golden_master
sB9SHcQMzC,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,GOM (Good Old Mad),http://en.wikipedia.org/wiki/MAD_(programming_language)
SBWzXtbVZw,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,GOAL,http://en.wikipedia.org/wiki/Game_Oriented_Assembly_Lisp
LytlSqEvy0,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,GameMonkey Script,http://en.wikipedia.org/wiki/GameMonkey_Script
9mr80SSrD7,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,GOTRAN,http://en.wikipedia.org/wiki/IBM_1620#GOTRAN
fM0C6PTaZr,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,Harbour,http://en.wikipedia.org/wiki/Harbour_(software)
q7ga6cYhwA,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,Haskell,http://en.wikipedia.org/wiki/Haskell_(programming_language)
OBulSa3quB,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,GraphTalk,http://en.wikipedia.org/wiki/Computer_Sciences_Corporation
7JZJXGyyHm,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,Go,http://en.wikipedia.org/wiki/Go_(programming_language)
0wpshOjKZD,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,GRASS,http://en.wikipedia.org/wiki/GRASS_(programming_language)
bZaXb7uSc9,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,Hope,http://en.wikipedia.org/wiki/Hope_(programming_language)
M2KtmFBpwP,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,Hop,http://en.wikipedia.org/wiki/Hop_(software)
7LjDSofR0u,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,HAL/S,http://en.wikipedia.org/wiki/HAL/S
dhtjtOvlua,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,Hartmann pipelines,http://en.wikipedia.org/wiki/Hartmann_pipeline
wQU0xYnfsn,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,HLSL,http://en.wikipedia.org/wiki/High_Level_Shader_Language
aot3gJfxoe,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,Hamilton C shell,http://en.wikipedia.org/wiki/Hamilton_C_shell
VmKwcCt3Av,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,IDL,http://en.wikipedia.org/wiki/IDL_(programming_language)
D2F7MIg4Uu,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,Haxe,http://en.wikipedia.org/wiki/Haxe
yn26RJUt3V,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,Idris,http://en.wikipedia.org/wiki/Idris_(programming_language)
sKji9LQnDU,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,IBM Informix-4GL,http://en.wikipedia.org/wiki/IBM_Informix-4GL
q6KXci386d,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,Id,http://en.wikipedia.org/wiki/Id_(programming_language)
KvKW19gmVo,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,IMP,http://en.wikipedia.org/wiki/IMP_(programming_language)
6XfElQA7Iu,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,HyperTalk,http://en.wikipedia.org/wiki/HyperTalk
uWpNG89wd9,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,IPTSCRAE,http://en.wikipedia.org/wiki/IPTSCRAE
t7qObBbR4y,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,Hume,http://en.wikipedia.org/wiki/Hume_(language)
k2lfDWyrAo,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,Hugo,http://en.wikipedia.org/wiki/Hugo_(programming_language)
QoAGphXKmr,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,High Level Assembly,http://en.wikipedia.org/wiki/High_Level_Assembly
67XwNPDw4g,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,J,http://en.wikipedia.org/wiki/J_(programming_language)
0i289v2qVJ,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,J#,http://en.wikipedia.org/wiki/J_Sharp
f7knFjd5vy,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,ICI,http://en.wikipedia.org/wiki/ICI_(programming_language)
78H8CsxchQ,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,IBM HAScript,http://en.wikipedia.org/wiki/IBM_HAScript
JEXkCxTRSF,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,Inform,http://en.wikipedia.org/wiki/Inform
NrRjmCvSig,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,ISPF,http://en.wikipedia.org/wiki/ISPF
iBBaIgV0TG,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,IBM Basic assembly language,http://en.wikipedia.org/wiki/IBM_Basic_assembly_language
6FgPLQAgQC,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,Ioke,http://en.wikipedia.org/wiki/Ioke_(programming_language)
asIrqdAqDv,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,IBM RPG,http://en.wikipedia.org/wiki/IBM_RPG
5OrV7HLIhp,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,Icon,http://en.wikipedia.org/wiki/Icon_(programming_language)
ocDiMMTspk,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,IPL,http://en.wikipedia.org/wiki/Information_Processing_Language
C3AQHVrslM,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,Io,http://en.wikipedia.org/wiki/Io_(programming_language)
viI51EdWB9,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,ISLISP,http://en.wikipedia.org/wiki/ISLISP
0GeG4phP8a,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,J++,http://en.wikipedia.org/wiki/Visual_J%2B%2B
Aht0dq92HK,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,JEAN,http://en.wikipedia.org/wiki/JEAN
n1Ed8gFdSv,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,Jako,http://en.wikipedia.org/wiki/Jako_(programming_language)
5Xum6clCO2,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,Java,http://en.wikipedia.org/wiki/Java_(programming_language)
oljaRE13Fy,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,Join Java,http://en.wikipedia.org/wiki/Join_Java
GfW5BkURIn,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,Janus,http://en.wikipedia.org/wiki/Janus_(programming_language)
FS4ou6HdIQ,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,JCL,http://en.wikipedia.org/wiki/Job_Control_Language
vm4mmzy8ko,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,JASS,http://en.wikipedia.org/wiki/JASS
UmljolGujx,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,ISWIM,http://en.wikipedia.org/wiki/ISWIM
b6NiulkWK1,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,JADE,http://en.wikipedia.org/wiki/JADE_(programming_language)
sqlmfp6D4B,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,JavaScript,http://en.wikipedia.org/wiki/JavaScript
hTC15tnoQE,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,JOSS,http://en.wikipedia.org/wiki/JOSS
c3Z6O5ehR6,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,JAL,http://en.wikipedia.org/wiki/JAL_(compiler)
taEov1Jrvb,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,Joy,http://en.wikipedia.org/wiki/Joy_(programming_language)
kaDfqqsDRF,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,JScript,http://en.wikipedia.org/wiki/JScript
dhMz4Owhg1,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,JScript .NET,http://en.wikipedia.org/wiki/JScript_.NET
x8u3fiCsHE,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,Kojo,http://en.wikipedia.org/wiki/Kojo_(programming_language)
73fSKCqIYY,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,JOVIAL,http://en.wikipedia.org/wiki/JOVIAL
3SK0hYMYEB,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,Karel,http://en.wikipedia.org/wiki/Karel_(programming_language)
ylmeKdP75q,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,Karel++,http://en.wikipedia.org/wiki/Karel%2B%2B
qPQMxEDLKt,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,Kaleidoscope,http://en.wikipedia.org/wiki/Kaleidoscope_(programming_language)
gsoMZ6rKVS,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,KRC,http://en.wikipedia.org/wiki/Kent_Recursive_Calculator
i212OhfOKz,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,Jython,http://en.wikipedia.org/wiki/Jython
hGAgFmnOVe,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,K,http://en.wikipedia.org/wiki/K_(programming_language)
80BtfKTJoi,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,Julia,http://en.wikipedia.org/wiki/Julia_(programming_language)
MLgJnYn4Vm,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,KIF,http://en.wikipedia.org/wiki/Knowledge_Interchange_Format
mygj8uMEzD,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,Joule,http://en.wikipedia.org/wiki/Joule_(programming_language)
HT8Qd67xr5,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,LabVIEW,http://en.wikipedia.org/wiki/LabVIEW
uGjCIocsBO,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,KEE,http://en.wikipedia.org/wiki/IntelliCorp_(Software)
8UwBcQOmvQ,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,KRL,http://en.wikipedia.org/wiki/KRL_(programming_language)
jpBeKDeEjY,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,Kixtart,http://en.wikipedia.org/wiki/KiXtart
dTfvMXrZkR,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,KUKA,http://en.wikipedia.org/wiki/KUKA
AaQcn4tzpc,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,L# .NET,http://en.wikipedia.org/wiki/L_Sharp
Ag6QF82Mps,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,L,http://en.wikipedia.org/wiki/L_(programming_language)
dzH8yLD8b3,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,LANSA,http://en.wikipedia.org/wiki/LANSA_(development_environment)
JkLSVeYT4c,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,Kotlin,http://en.wikipedia.org/wiki/Kotlin_(programming_language)
EV5qMpsfxN,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,JavaFX Script,http://en.wikipedia.org/wiki/JavaFX_Script
YK0LDkqEFf,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,ksh,http://en.wikipedia.org/wiki/Korn_shell
tvZIHCoCef,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,KRYPTON,http://en.wikipedia.org/wiki/KRYPTON
aK87F8YDlH,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,Lava,http://en.wikipedia.org/wiki/Lava_(programming_language)
ya6PRXT9Xi,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,Lasso,http://en.wikipedia.org/wiki/Lasso_(programming_language)
qo7WHU6Rb4,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,Leda,http://en.wikipedia.org/wiki/Leda_(programming_language)
fbL4jDBIsy,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,Legoscript,http://en.wikipedia.org/wiki/Lego_Mindstorms
GfOywBxnxQ,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,Lagoona,http://en.wikipedia.org/wiki/Lagoona_(programming_language)
sxnOZ08yHV,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,Limnor,http://en.wikipedia.org/wiki/Limnor
K7GUcGwA85,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,LIL,http://en.wikipedia.org/wiki/Little_Implementation_Language
Blmjwq4M2t,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,LaTeX,http://en.wikipedia.org/wiki/LaTeX
GNDNmJqRgI,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,LC-3,http://en.wikipedia.org/wiki/LC-3
wAAr0I5T3W,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,LINC,http://en.wikipedia.org/wiki/LINC
74dt3j3z8D,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,Ladder,http://en.wikipedia.org/wiki/Ladder_logic
XI3UExU1Kn,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,Little b,http://en.wikipedia.org/wiki/Little_b_(programming_language)
G8qF1MVNCI,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,LISA,http://en.wikipedia.org/wiki/Language_for_Instruction_Set_Architecture
BGvklXSkUK,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,Lingo,http://en.wikipedia.org/wiki/Lingo_(programming_language)
EMjqvlhQwR,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,Linoleum,http://en.wikipedia.org/wiki/Linoleum_(programming_language)
I7B5QAgjdv,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,LilyPond,http://en.wikipedia.org/wiki/LilyPond
tifZX01yWR,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,Limbo,http://en.wikipedia.org/wiki/Limbo_(programming_language)
O7R5cjxNxQ,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,LIS,http://en.wikipedia.org/wiki/LIS_(programming_language)
G1rAf9Axls,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,Lisp,http://en.wikipedia.org/wiki/Lisp_(programming_language)
h17ZH1WzN3,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,Lustre,http://en.wikipedia.org/wiki/Lustre_(programming_language)
XlqEsnVSKU,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,LSE,http://en.wikipedia.org/wiki/LSE_(programming_language)
JSVsIBAOW2,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,Lua,http://en.wikipedia.org/wiki/Lua_(programming_language)
jjBCi6PPt9,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,Lisaac,http://en.wikipedia.org/wiki/Lisaac
1VwcM9VwPJ,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,Logtalk,http://en.wikipedia.org/wiki/Logtalk
kXgey99w4u,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,Lite-C,http://en.wikipedia.org/wiki/Lite-C
awkO7iCbCJ,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,Lithe,http://en.wikipedia.org/wiki/Lithe_(programming_language)
N5MQnR3CLT,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,Lucid,http://en.wikipedia.org/wiki/Lucid_(programming_language)
i8abYkEIzz,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,LPC,http://en.wikipedia.org/wiki/LPC_(programming_language)
i1T45QnFBn,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,Lynx,http://en.wikipedia.org/wiki/Lynx_(programming_language)
i2EuWXj4iX,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,LiveScript,http://en.wikipedia.org/wiki/LiveScript
00GkmLAgvJ,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,Logo,http://en.wikipedia.org/wiki/Logo_(programming_language)
ifuErSLtdQ,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,LSL,http://en.wikipedia.org/wiki/Linden_Scripting_Language
HHyqXzKAZO,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,Machine code,http://en.wikipedia.org/wiki/Machine_code
XpsCIpX17d,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,LiveCode,http://en.wikipedia.org/wiki/LiveCode
